interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,solar,wind,geothermal,biomass,biogas,small_hydro,coal,nuclear,natural_gas,large_hydro,batteries,imports,other
2025-04-11T18:50:00-07:00,2025-04-12 01:50:00+00:00,2025-04-11T18:55:00-07:00,2025-04-12 01:55:00+00:00,1939,4162,737,78,146,270,1,2269,2752,4539,8173,2566,0
2025-04-11T18:55:00-07:00,2025-04-12 01:55:00+00:00,2025-04-11T19:00:00-07:00,2025-04-12 02:00:00+00:00,1660,4223,738,78,148,269,1,2269,2841,4397,8298,2798,0
2025-04-11T19:00:00-07:00,2025-04-12 02:00:00+00:00,2025-04-11T19:05:00-07:00,2025-04-12 02:05:00+00:00,1109,4273,740,79,146,270,2,2268,2918,4348,8062,3343,0
2025-04-11T19:05:00-07:00,2025-04-12 02:05:00+00:00,2025-04-11T19:10:00-07:00,2025-04-12 02:10:00+00:00,576,4291,745,79,146,270,1,2270,2984,4350,8262,3442,0
2025-04-11T19:10:00-07:00,2025-04-12 02:10:00+00:00,2025-04-11T19:15:00-07:00,2025-04-12 02:15:00+00:00,379,4329,736,80,145,269,1,2268,3060,4452,7928,3709,0
2025-04-11T19:15:00-07:00,2025-04-12 02:15:00+00:00,2025-04-11T19:20:00-07:00,2025-04-12 02:20:00+00:00,253,4345,737,79,146,269,1,2268,3086,4507,7937,3765,0
2025-04-11T19:20:00-07:00,2025-04-12 02:20:00+00:00,2025-04-11T19:25:00-07:00,2025-04-12 02:25:00+00:00,147,4382,742,80,146,269,1,2269,3072,4471,7971,3879,0
2025-04-11T19:25:00-07:00,2025-04-12 02:25:00+00:00,2025-04-11T19:30:00-07:00,2025-04-12 02:30:00+00:00,74,4430,742,77,147,269,1,2270,3107,4462,8097,3829,0
2025-04-11T19:30:00-07:00,2025-04-12 02:30:00+00:00,2025-04-11T19:35:00-07:00,2025-04-12 02:35:00+00:00,16,4445,741,77,146,269,2,2270,3070,4475,8074,3927,0
2025-04-11T19:35:00-07:00,2025-04-12 02:35:00+00:00,2025-04-11T19:40:00-07:00,2025-04-12 02:40:00+00:00,-25,4473,746,78,147,270,2,2268,3018,4481,8076,4070,0
2025-04-11T19:40:00-07:00,2025-04-12 02:40:00+00:00,2025-04-11T19:45:00-07:00,2025-04-12 02:45:00+00:00,-46,4528,752,77,147,270,1,2270,3026,4567,8160,4002,0
2025-04-11T19:45:00-07:00,2025-04-12 02:45:00+00:00,2025-04-11T19:50:00-07:00,2025-04-12 02:50:00+00:00,-48,4537,753,78,149,269,1,2269,3028,4603,8187,4000,0
2025-04-11T19:50:00-07:00,2025-04-12 02:50:00+00:00,2025-04-11T19:55:00-07:00,2025-04-12 02:55:00+00:00,-47,4563,752,78,149,269,1,2269,2992,4607,8124,4141,0
2025-04-11T19:55:00-07:00,2025-04-12 02:55:00+00:00,2025-04-11T20:00:00-07:00,2025-04-12 03:00:00+00:00,-45,4557,752,79,150,269,2,2269,2969,4615,8001,4272,0
2025-04-11T20:00:00-07:00,2025-04-12 03:00:00+00:00,2025-04-11T20:05:00-07:00,2025-04-12 03:05:00+00:00,-45,4577,755,77,151,270,1,2270,2945,4510,7955,4378,0
2025-04-11T20:05:00-07:00,2025-04-12 03:05:00+00:00,2025-04-11T20:10:00-07:00,2025-04-12 03:10:00+00:00,-44,4578,750,77,150,268,1,2270,2989,4405,8073,4309,0
2025-04-11T20:10:00-07:00,2025-04-12 03:10:00+00:00,2025-04-11T20:15:00-07:00,2025-04-12 03:15:00+00:00,-42,4579,743,76,149,264,1,2268,3018,4388,7964,4394,0
2025-04-11T20:15:00-07:00,2025-04-12 03:15:00+00:00,2025-04-11T20:20:00-07:00,2025-04-12 03:20:00+00:00,-42,4565,742,77,149,266,1,2269,3077,4381,7781,4485,0
2025-04-11T20:20:00-07:00,2025-04-12 03:20:00+00:00,2025-04-11T20:25:00-07:00,2025-04-12 03:25:00+00:00,-41,4536,743,77,149,265,1,2270,3079,4386,7717,4524,0
2025-04-11T20:25:00-07:00,2025-04-12 03:25:00+00:00,2025-04-11T20:30:00-07:00,2025-04-12 03:30:00+00:00,-41,4562,743,76,149,265,1,2270,3106,4360,7594,4510,0
2025-04-11T20:30:00-07:00,2025-04-12 03:30:00+00:00,2025-04-11T20:35:00-07:00,2025-04-12 03:35:00+00:00,-40,4574,743,79,148,265,1,2269,3133,4392,7396,4584,0
2025-04-11T20:35:00-07:00,2025-04-12 03:35:00+00:00,2025-04-11T20:40:00-07:00,2025-04-12 03:40:00+00:00,-39,4548,736,78,149,265,1,2270,3185,4372,7265,4608,0
2025-04-11T20:40:00-07:00,2025-04-12 03:40:00+00:00,2025-04-11T20:45:00-07:00,2025-04-12 03:45:00+00:00,-39,4562,743,79,149,265,1,2269,3224,4365,7120,4638,0
2025-04-11T20:45:00-07:00,2025-04-12 03:45:00+00:00,2025-04-11T20:50:00-07:00,2025-04-12 03:50:00+00:00,-39,4543,735,78,148,265,1,2269,3229,4358,6989,4721,0
2025-04-11T20:50:00-07:00,2025-04-12 03:50:00+00:00,2025-04-11T20:55:00-07:00,2025-04-12 03:55:00+00:00,-39,4501,745,78,148,265,1,2269,3197,4336,6820,4840,0
2025-04-11T20:55:00-07:00,2025-04-12 03:55:00+00:00,2025-04-11T21:00:00-07:00,2025-04-12 04:00:00+00:00,-38,4472,744,79,148,265,1,2270,3156,4380,6641,4939,0
2025-04-11T21:00:00-07:00,2025-04-12 04:00:00+00:00,2025-04-11T21:05:00-07:00,2025-04-12 04:05:00+00:00,-36,4436,745,80,148,266,2,2271,3105,4401,6576,4982,0
2025-04-11T21:05:00-07:00,2025-04-12 04:05:00+00:00,2025-04-11T21:10:00-07:00,2025-04-12 04:10:00+00:00,-37,4414,743,78,149,264,1,2269,3071,4373,6885,4806,0
2025-04-11T21:10:00-07:00,2025-04-12 04:10:00+00:00,2025-04-11T21:15:00-07:00,2025-04-12 04:15:00+00:00,-38,4385,741,80,148,262,1,2270,3043,4354,6912,4850,0
2025-04-11T21:15:00-07:00,2025-04-12 04:15:00+00:00,2025-04-11T21:20:00-07:00,2025-04-12 04:20:00+00:00,-36,4367,736,80,148,262,1,2269,3074,4341,6695,4967,0
2025-04-11T21:20:00-07:00,2025-04-12 04:20:00+00:00,2025-04-11T21:25:00-07:00,2025-04-12 04:25:00+00:00,-36,4322,737,79,148,262,1,2271,3060,4327,6562,5146,0
2025-04-11T21:25:00-07:00,2025-04-12 04:25:00+00:00,2025-04-11T21:30:00-07:00,2025-04-12 04:30:00+00:00,-34,4306,738,81,149,258,1,2270,3055,4355,6398,5283,0
2025-04-11T21:30:00-07:00,2025-04-12 04:30:00+00:00,2025-04-11T21:35:00-07:00,2025-04-12 04:35:00+00:00,-33,4260,739,81,148,259,0,2270,3100,4355,6129,5449,0
2025-04-11T21:35:00-07:00,2025-04-12 04:35:00+00:00,2025-04-11T21:40:00-07:00,2025-04-12 04:40:00+00:00,-33,4246,753,81,148,259,1,2271,3132,4357,5880,5599,0
2025-04-11T21:40:00-07:00,2025-04-12 04:40:00+00:00,2025-04-11T21:45:00-07:00,2025-04-12 04:45:00+00:00,-33,4252,781,82,148,259,1,2270,3182,4363,5739,5590,0
2025-04-11T21:45:00-07:00,2025-04-12 04:45:00+00:00,2025-04-11T21:50:00-07:00,2025-04-12 04:50:00+00:00,-34,4272,788,82,148,259,1,2270,3246,4332,5558,5565,0
2025-04-11T21:50:00-07:00,2025-04-12 04:50:00+00:00,2025-04-11T21:55:00-07:00,2025-04-12 04:55:00+00:00,-33,4337,791,81,148,259,1,2270,3315,4359,5399,5442,0
2025-04-11T21:55:00-07:00,2025-04-12 04:55:00+00:00,2025-04-11T22:00:00-07:00,2025-04-12 05:00:00+00:00,-32,4362,786,81,148,259,1,2270,3388,4351,5071,5548,0
2025-04-11T22:00:00-07:00,2025-04-12 05:00:00+00:00,2025-04-11T22:05:00-07:00,2025-04-12 05:05:00+00:00,-32,4410,774,81,148,259,1,2269,3416,4265,4532,5956,0
2025-04-11T22:05:00-07:00,2025-04-12 05:05:00+00:00,2025-04-11T22:10:00-07:00,2025-04-12 05:10:00+00:00,-32,4409,779,77,148,260,0,2269,3457,3940,4671,6006,0
2025-04-11T22:10:00-07:00,2025-04-12 05:10:00+00:00,2025-04-11T22:15:00-07:00,2025-04-12 05:15:00+00:00,-32,4351,779,79,148,260,1,2269,3471,3809,4541,6268,0
2025-04-11T22:15:00-07:00,2025-04-12 05:15:00+00:00,2025-04-11T22:20:00-07:00,2025-04-12 05:20:00+00:00,-32,4312,785,79,148,263,0,2269,3395,3781,4374,6459,0
2025-04-11T22:20:00-07:00,2025-04-12 05:20:00+00:00,2025-04-11T22:25:00-07:00,2025-04-12 05:25:00+00:00,-33,4249,793,81,148,263,0,2269,3342,3799,4272,6539,0
2025-04-11T22:25:00-07:00,2025-04-12 05:25:00+00:00,2025-04-11T22:30:00-07:00,2025-04-12 05:30:00+00:00,-33,4199,790,79,148,264,0,2270,3392,3793,4004,6657,0
2025-04-11T22:30:00-07:00,2025-04-12 05:30:00+00:00,2025-04-11T22:35:00-07:00,2025-04-12 05:35:00+00:00,-32,4147,790,79,149,265,0,2271,3419,3789,3831,6681,0
2025-04-11T22:35:00-07:00,2025-04-12 05:35:00+00:00,2025-04-11T22:40:00-07:00,2025-04-12 05:40:00+00:00,-32,4112,789,79,148,266,0,2270,3419,3768,3680,6753,0
2025-04-11T22:40:00-07:00,2025-04-12 05:40:00+00:00,2025-04-11T22:45:00-07:00,2025-04-12 05:45:00+00:00,-32,4125,789,80,148,266,0,2270,3414,3699,3478,6851,0
2025-04-11T22:45:00-07:00,2025-04-12 05:45:00+00:00,2025-04-11T22:50:00-07:00,2025-04-12 05:50:00+00:00,-33,4134,789,79,148,266,0,2270,3416,3720,3326,6866,0
2025-04-11T22:50:00-07:00,2025-04-12 05:50:00+00:00,2025-04-11T22:55:00-07:00,2025-04-12 05:55:00+00:00,-32,4134,788,79,148,266,0,2269,3420,3733,3185,6881,0
2025-04-11T22:55:00-07:00,2025-04-12 05:55:00+00:00,2025-04-11T23:00:00-07:00,2025-04-12 06:00:00+00:00,-33,4149,792,79,148,266,0,2269,3424,3739,2972,6891,0
2025-04-11T23:00:00-07:00,2025-04-12 06:00:00+00:00,2025-04-11T23:05:00-07:00,2025-04-12 06:05:00+00:00,-32,4125,812,79,148,266,1,2270,3425,3737,2790,6900,0
2025-04-11T23:05:00-07:00,2025-04-12 06:05:00+00:00,2025-04-11T23:10:00-07:00,2025-04-12 06:10:00+00:00,-33,4103,810,79,149,268,1,2269,3430,3702,2934,6639,0
2025-04-11T23:10:00-07:00,2025-04-12 06:10:00+00:00,2025-04-11T23:15:00-07:00,2025-04-12 06:15:00+00:00,-33,4068,815,80,148,268,0,2270,3429,3708,2740,6798,0
2025-04-11T23:15:00-07:00,2025-04-12 06:15:00+00:00,2025-04-11T23:20:00-07:00,2025-04-12 06:20:00+00:00,-33,4095,824,80,148,269,1,2270,3431,3724,2451,6903,0
2025-04-11T23:20:00-07:00,2025-04-12 06:20:00+00:00,2025-04-11T23:25:00-07:00,2025-04-12 06:25:00+00:00,-33,4125,825,79,148,269,0,2269,3429,3723,2236,6940,0
2025-04-11T23:25:00-07:00,2025-04-12 06:25:00+00:00,2025-04-11T23:30:00-07:00,2025-04-12 06:30:00+00:00,-32,4174,825,80,148,269,1,2268,3420,3739,1971,7051,0
2025-04-11T23:30:00-07:00,2025-04-12 06:30:00+00:00,2025-04-11T23:35:00-07:00,2025-04-12 06:35:00+00:00,-32,4201,825,80,148,269,1,2270,3357,3702,1660,7236,0
2025-04-11T23:35:00-07:00,2025-04-12 06:35:00+00:00,2025-04-11T23:40:00-07:00,2025-04-12 06:40:00+00:00,-32,4210,825,79,148,269,1,2269,3302,3701,1511,7270,0
2025-04-11T23:40:00-07:00,2025-04-12 06:40:00+00:00,2025-04-11T23:45:00-07:00,2025-04-12 06:45:00+00:00,-32,4167,825,79,148,270,1,2270,3345,3742,1349,7350,0
2025-04-11T23:45:00-07:00,2025-04-12 06:45:00+00:00,2025-04-11T23:50:00-07:00,2025-04-12 06:50:00+00:00,-32,4125,825,79,148,269,0,2271,3399,3737,1241,7302,0
2025-04-11T23:50:00-07:00,2025-04-12 06:50:00+00:00,2025-04-11T23:55:00-07:00,2025-04-12 06:55:00+00:00,-32,4119,825,80,148,270,0,2271,3427,3726,1133,7271,0
2025-04-11T23:55:00-07:00,2025-04-12 06:55:00+00:00,2025-04-12T00:00:00-07:00,2025-04-12 07:00:00+00:00,-32,4152,826,79,148,269,0,2272,3435,3722,995,7263,0
2025-04-12T00:00:00-07:00,2025-04-12 07:00:00+00:00,2025-04-12T00:05:00-07:00,2025-04-12 07:05:00+00:00,-32,4208,826,79,148,269,0,2271,3434,3704,906,7158,0
2025-04-12T00:05:00-07:00,2025-04-12 07:05:00+00:00,2025-04-12T00:10:00-07:00,2025-04-12 07:10:00+00:00,-31,4275,827,79,148,268,1,2271,3431,3734,1091,7191,0
2025-04-12T00:10:00-07:00,2025-04-12 07:10:00+00:00,2025-04-12T00:15:00-07:00,2025-04-12 07:15:00+00:00,-31,4331,827,79,148,271,0,2271,3429,3765,1121,7197,0
2025-04-12T00:15:00-07:00,2025-04-12 07:15:00+00:00,2025-04-12T00:20:00-07:00,2025-04-12 07:20:00+00:00,-31,4394,827,77,148,271,0,2271,3431,3758,1013,7150,0
2025-04-12T00:20:00-07:00,2025-04-12 07:20:00+00:00,2025-04-12T00:25:00-07:00,2025-04-12 07:25:00+00:00,-31,4414,827,78,148,270,0,2270,3434,3748,852,7240,0
2025-04-12T00:25:00-07:00,2025-04-12 07:25:00+00:00,2025-04-12T00:30:00-07:00,2025-04-12 07:30:00+00:00,-31,4483,828,79,148,271,0,2272,3434,3711,670,7231,0
2025-04-12T00:30:00-07:00,2025-04-12 07:30:00+00:00,2025-04-12T00:35:00-07:00,2025-04-12 07:35:00+00:00,-31,4491,828,79,149,271,0,2272,3384,3706,692,7175,0
2025-04-12T00:35:00-07:00,2025-04-12 07:35:00+00:00,2025-04-12T00:40:00-07:00,2025-04-12 07:40:00+00:00,-31,4472,828,80,148,271,1,2271,3396,3730,650,7072,0
2025-04-12T00:40:00-07:00,2025-04-12 07:40:00+00:00,2025-04-12T00:45:00-07:00,2025-04-12 07:45:00+00:00,-31,4461,828,79,148,270,1,2269,3362,3740,521,7052,0
2025-04-12T00:45:00-07:00,2025-04-12 07:45:00+00:00,2025-04-12T00:50:00-07:00,2025-04-12 07:50:00+00:00,-31,4434,828,79,148,271,1,2271,3337,3738,457,7028,0
2025-04-12T00:50:00-07:00,2025-04-12 07:50:00+00:00,2025-04-12T00:55:00-07:00,2025-04-12 07:55:00+00:00,-31,4444,828,78,148,271,1,2270,3259,3715,371,7058,0
2025-04-12T00:55:00-07:00,2025-04-12 07:55:00+00:00,2025-04-12T01:00:00-07:00,2025-04-12 08:00:00+00:00,-31,4445,828,78,149,272,1,2270,3047,3710,402,7164,0
2025-04-12T01:00:00-07:00,2025-04-12 08:00:00+00:00,2025-04-12T01:05:00-07:00,2025-04-12 08:05:00+00:00,-31,4446,828,78,149,271,1,2271,2732,3721,421,7363,0
2025-04-12T01:05:00-07:00,2025-04-12 08:05:00+00:00,2025-04-12T01:10:00-07:00,2025-04-12 08:10:00+00:00,-31,4448,828,79,148,271,1,2270,2498,3736,402,7599,0
2025-04-12T01:10:00-07:00,2025-04-12 08:10:00+00:00,2025-04-12T01:15:00-07:00,2025-04-12 08:15:00+00:00,-32,4437,828,78,148,272,1,2271,2316,3746,559,7696,0
2025-04-12T01:15:00-07:00,2025-04-12 08:15:00+00:00,2025-04-12T01:20:00-07:00,2025-04-12 08:20:00+00:00,-32,4459,828,79,148,271,1,2269,2133,3743,481,7846,0
2025-04-12T01:20:00-07:00,2025-04-12 08:20:00+00:00,2025-04-12T01:25:00-07:00,2025-04-12 08:25:00+00:00,-32,4498,826,78,148,272,1,2270,2001,3721,471,7873,0
2025-04-12T01:25:00-07:00,2025-04-12 08:25:00+00:00,2025-04-12T01:30:00-07:00,2025-04-12 08:30:00+00:00,-31,4549,828,78,148,272,2,2269,1948,3720,449,7844,0
2025-04-12T01:30:00-07:00,2025-04-12 08:30:00+00:00,2025-04-12T01:35:00-07:00,2025-04-12 08:35:00+00:00,-31,4579,828,77,148,272,2,2269,1949,3749,336,7863,0
2025-04-12T01:35:00-07:00,2025-04-12 08:35:00+00:00,2025-04-12T01:40:00-07:00,2025-04-12 08:40:00+00:00,-32,4600,828,78,148,271,1,2267,1961,3720,292,7805,0
2025-04-12T01:40:00-07:00,2025-04-12 08:40:00+00:00,2025-04-12T01:45:00-07:00,2025-04-12 08:45:00+00:00,-32,4622,780,77,148,271,1,2267,1956,3713,191,7803,0
2025-04-12T01:45:00-07:00,2025-04-12 08:45:00+00:00,2025-04-12T01:50:00-07:00,2025-04-12 08:50:00+00:00,-32,4629,733,78,148,271,1,2267,1942,3660,139,7825,0
2025-04-12T01:50:00-07:00,2025-04-12 08:50:00+00:00,2025-04-12T01:55:00-07:00,2025-04-12 08:55:00+00:00,-31,4634,733,78,148,271,1,2267,1931,3655,70,7859,0
2025-04-12T01:55:00-07:00,2025-04-12 08:55:00+00:00,2025-04-12T02:00:00-07:00,2025-04-12 09:00:00+00:00,-31,4666,733,79,148,271,1,2267,1925,3669,-50,7931,0
2025-04-12T02:00:00-07:00,2025-04-12 09:00:00+00:00,2025-04-12T02:05:00-07:00,2025-04-12 09:05:00+00:00,-31,4682,733,78,148,271,1,2267,1917,3653,-107,7923,0
2025-04-12T02:05:00-07:00,2025-04-12 09:05:00+00:00,2025-04-12T02:10:00-07:00,2025-04-12 09:10:00+00:00,-30,4715,733,77,148,271,1,2266,1899,3605,-170,7829,0
2025-04-12T02:10:00-07:00,2025-04-12 09:10:00+00:00,2025-04-12T02:15:00-07:00,2025-04-12 09:15:00+00:00,-30,4778,732,80,148,271,1,2266,1880,3581,-373,7766,0
2025-04-12T02:15:00-07:00,2025-04-12 09:15:00+00:00,2025-04-12T02:20:00-07:00,2025-04-12 09:20:00+00:00,-30,4836,733,80,148,271,1,2267,1876,3587,-371,7704,0
2025-04-12T02:20:00-07:00,2025-04-12 09:20:00+00:00,2025-04-12T02:25:00-07:00,2025-04-12 09:25:00+00:00,-30,4912,733,81,148,271,2,2267,1864,3614,-436,7721,0
2025-04-12T02:25:00-07:00,2025-04-12 09:25:00+00:00,2025-04-12T02:30:00-07:00,2025-04-12 09:30:00+00:00,-30,4968,733,80,148,271,1,2268,1854,3603,-480,7673,0
2025-04-12T02:30:00-07:00,2025-04-12 09:30:00+00:00,2025-04-12T02:35:00-07:00,2025-04-12 09:35:00+00:00,-30,5007,732,80,148,272,1,2267,1851,3600,-480,7572,0
2025-04-12T02:35:00-07:00,2025-04-12 09:35:00+00:00,2025-04-12T02:40:00-07:00,2025-04-12 09:40:00+00:00,-30,5053,733,81,148,271,1,2267,1822,3571,-496,7491,0
2025-04-12T02:40:00-07:00,2025-04-12 09:40:00+00:00,2025-04-12T02:45:00-07:00,2025-04-12 09:45:00+00:00,-30,5087,733,82,148,271,1,2267,1724,3552,-486,7508,0
2025-04-12T02:45:00-07:00,2025-04-12 09:45:00+00:00,2025-04-12T02:50:00-07:00,2025-04-12 09:50:00+00:00,-30,5089,733,81,148,271,1,2267,1646,3574,-470,7481,0
2025-04-12T02:50:00-07:00,2025-04-12 09:50:00+00:00,2025-04-12T02:55:00-07:00,2025-04-12 09:55:00+00:00,-30,5100,733,84,148,271,2,2267,1617,3583,-518,7470,0
2025-04-12T02:55:00-07:00,2025-04-12 09:55:00+00:00,2025-04-12T03:00:00-07:00,2025-04-12 10:00:00+00:00,-30,5118,733,88,149,271,1,2267,1628,3594,-571,7424,0
2025-04-12T03:00:00-07:00,2025-04-12 10:00:00+00:00,2025-04-12T03:05:00-07:00,2025-04-12 10:05:00+00:00,-30,5127,733,87,149,272,1,2266,1674,3579,-659,7400,0
2025-04-12T03:05:00-07:00,2025-04-12 10:05:00+00:00,2025-04-12T03:10:00-07:00,2025-04-12 10:10:00+00:00,-30,5114,733,87,149,270,1,2267,1624,3553,-800,7589,0
2025-04-12T03:10:00-07:00,2025-04-12 10:10:00+00:00,2025-04-12T03:15:00-07:00,2025-04-12 10:15:00+00:00,-31,5071,732,86,149,269,1,2267,1591,3576,-797,7564,0
2025-04-12T03:15:00-07:00,2025-04-12 10:15:00+00:00,2025-04-12T03:20:00-07:00,2025-04-12 10:20:00+00:00,-31,5055,732,86,149,269,1,2266,1578,3588,-787,7490,0
2025-04-12T03:20:00-07:00,2025-04-12 10:20:00+00:00,2025-04-12T03:25:00-07:00,2025-04-12 10:25:00+00:00,-31,5048,733,84,149,270,1,2268,1579,3588,-720,7353,0
2025-04-12T03:25:00-07:00,2025-04-12 10:25:00+00:00,2025-04-12T03:30:00-07:00,2025-04-12 10:30:00+00:00,-31,5021,733,82,149,269,2,2266,1575,3581,-708,7322,0
2025-04-12T03:30:00-07:00,2025-04-12 10:30:00+00:00,2025-04-12T03:35:00-07:00,2025-04-12 10:35:00+00:00,-31,5006,733,83,149,269,2,2267,1575,3563,-728,7306,0
2025-04-12T03:35:00-07:00,2025-04-12 10:35:00+00:00,2025-04-12T03:40:00-07:00,2025-04-12 10:40:00+00:00,-31,5010,733,83,149,269,2,2267,1575,3586,-749,7265,0
2025-04-12T03:40:00-07:00,2025-04-12 10:40:00+00:00,2025-04-12T03:45:00-07:00,2025-04-12 10:45:00+00:00,-31,5017,732,83,149,269,2,2267,1579,3610,-780,7242,0
2025-04-12T03:45:00-07:00,2025-04-12 10:45:00+00:00,2025-04-12T03:50:00-07:00,2025-04-12 10:50:00+00:00,-31,5018,733,83,149,269,2,2266,1579,3619,-824,7238,0
2025-04-12T03:50:00-07:00,2025-04-12 10:50:00+00:00,2025-04-12T03:55:00-07:00,2025-04-12 10:55:00+00:00,-31,5002,732,84,149,269,2,2267,1580,3590,-881,7261,0
2025-04-12T03:55:00-07:00,2025-04-12 10:55:00+00:00,2025-04-12T04:00:00-07:00,2025-04-12 11:00:00+00:00,-31,4993,732,83,149,270,2,2267,1581,3587,-907,7264,0
2025-04-12T04:00:00-07:00,2025-04-12 11:00:00+00:00,2025-04-12T04:05:00-07:00,2025-04-12 11:05:00+00:00,-30,4967,733,83,149,269,2,2267,1577,3609,-718,7207,0
2025-04-12T04:05:00-07:00,2025-04-12 11:05:00+00:00,2025-04-12T04:10:00-07:00,2025-04-12 11:10:00+00:00,-30,4923,741,83,149,269,2,2267,1593,3658,-451,7055,0
2025-04-12T04:10:00-07:00,2025-04-12 11:10:00+00:00,2025-04-12T04:15:00-07:00,2025-04-12 11:15:00+00:00,-30,4872,740,85,149,270,2,2265,1609,3680,-239,6881,0
2025-04-12T04:15:00-07:00,2025-04-12 11:15:00+00:00,2025-04-12T04:20:00-07:00,2025-04-12 11:20:00+00:00,-30,4845,745,85,149,270,2,2266,1611,3662,-155,6817,0
2025-04-12T04:20:00-07:00,2025-04-12 11:20:00+00:00,2025-04-12T04:25:00-07:00,2025-04-12 11:25:00+00:00,-30,4815,747,84,149,270,1,2266,1610,3649,-109,6781,0
2025-04-12T04:25:00-07:00,2025-04-12 11:25:00+00:00,2025-04-12T04:30:00-07:00,2025-04-12 11:30:00+00:00,-30,4776,744,85,149,270,1,2265,1608,3643,-124,6832,0
2025-04-12T04:30:00-07:00,2025-04-12 11:30:00+00:00,2025-04-12T04:35:00-07:00,2025-04-12 11:35:00+00:00,-30,4736,744,84,148,269,1,2265,1609,3686,-138,6894,0
2025-04-12T04:35:00-07:00,2025-04-12 11:35:00+00:00,2025-04-12T04:40:00-07:00,2025-04-12 11:40:00+00:00,-30,4708,742,84,148,271,0,2266,1635,3666,-157,6921,0
2025-04-12T04:40:00-07:00,2025-04-12 11:40:00+00:00,2025-04-12T04:45:00-07:00,2025-04-12 11:45:00+00:00,-30,4676,741,84,148,271,0,2265,1735,3672,-151,6853,0
2025-04-12T04:45:00-07:00,2025-04-12 11:45:00+00:00,2025-04-12T04:50:00-07:00,2025-04-12 11:50:00+00:00,-30,4683,740,83,148,271,0,2266,1823,3633,-180,6794,0
2025-04-12T04:50:00-07:00,2025-04-12 11:50:00+00:00,2025-04-12T04:55:00-07:00,2025-04-12 11:55:00+00:00,-31,4667,736,84,148,270,0,2266,1861,3632,-279,6873,0
2025-04-12T04:55:00-07:00,2025-04-12 11:55:00+00:00,2025-04-12T05:00:00-07:00,2025-04-12 12:00:00+00:00,-31,4643,739,84,148,271,1,2266,1889,3673,-249,6804,0
2025-04-12T05:00:00-07:00,2025-04-12 12:00:00+00:00,2025-04-12T05:05:00-07:00,2025-04-12 12:05:00+00:00,-31,4619,740,83,148,272,1,2265,1784,3693,-153,6837,0
2025-04-12T05:05:00-07:00,2025-04-12 12:05:00+00:00,2025-04-12T05:10:00-07:00,2025-04-12 12:10:00+00:00,-31,4613,735,82,148,271,1,2265,1657,3694,213,6700,0
2025-04-12T05:10:00-07:00,2025-04-12 12:10:00+00:00,2025-04-12T05:15:00-07:00,2025-04-12 12:15:00+00:00,-31,4601,740,84,149,271,1,2264,1592,3698,376,6637,0
2025-04-12T05:15:00-07:00,2025-04-12 12:15:00+00:00,2025-04-12T05:20:00-07:00,2025-04-12 12:20:00+00:00,-31,4651,736,83,149,271,1,2263,1579,3707,348,6691,0
2025-04-12T05:20:00-07:00,2025-04-12 12:20:00+00:00,2025-04-12T05:25:00-07:00,2025-04-12 12:25:00+00:00,-31,4686,736,83,149,271,1,2265,1596,3719,329,6694,0
2025-04-12T05:25:00-07:00,2025-04-12 12:25:00+00:00,2025-04-12T05:30:00-07:00,2025-04-12 12:30:00+00:00,-32,4697,736,83,148,270,0,2264,1671,3722,207,6745,0
2025-04-12T05:30:00-07:00,2025-04-12 12:30:00+00:00,2025-04-12T05:35:00-07:00,2025-04-12 12:35:00+00:00,-32,4729,737,82,149,271,1,2265,1766,3687,200,6661,0
2025-04-12T05:35:00-07:00,2025-04-12 12:35:00+00:00,2025-04-12T05:40:00-07:00,2025-04-12 12:40:00+00:00,-32,4730,738,82,149,271,0,2264,1902,3677,357,6440,0
2025-04-12T05:40:00-07:00,2025-04-12 12:40:00+00:00,2025-04-12T05:45:00-07:00,2025-04-12 12:45:00+00:00,-32,4706,739,82,149,271,0,2264,2015,3698,399,6351,0
2025-04-12T05:45:00-07:00,2025-04-12 12:45:00+00:00,2025-04-12T05:50:00-07:00,2025-04-12 12:50:00+00:00,-32,4657,737,82,149,271,0,2264,2049,3715,408,6378,0
2025-04-12T05:50:00-07:00,2025-04-12 12:50:00+00:00,2025-04-12T05:55:00-07:00,2025-04-12 12:55:00+00:00,-32,4653,737,82,149,270,0,2264,2007,3725,336,6500,0
2025-04-12T05:55:00-07:00,2025-04-12 12:55:00+00:00,2025-04-12T06:00:00-07:00,2025-04-12 13:00:00+00:00,-32,4633,737,82,149,272,1,2264,1941,3702,352,6613,0
2025-04-12T06:00:00-07:00,2025-04-12 13:00:00+00:00,2025-04-12T06:05:00-07:00,2025-04-12 13:05:00+00:00,-31,4632,738,82,149,271,0,2265,1872,3687,577,6529,0
2025-04-12T06:05:00-07:00,2025-04-12 13:05:00+00:00,2025-04-12T06:10:00-07:00,2025-04-12 13:10:00+00:00,-30,4624,740,83,149,272,0,2265,1818,3723,1241,5975,0
2025-04-12T06:10:00-07:00,2025-04-12 13:10:00+00:00,2025-04-12T06:15:00-07:00,2025-04-12 13:15:00+00:00,-27,4600,736,81,149,273,0,2265,1797,3753,1781,5489,0
2025-04-12T06:15:00-07:00,2025-04-12 13:15:00+00:00,2025-04-12T06:20:00-07:00,2025-04-12 13:20:00+00:00,-19,4570,734,82,149,273,0,2265,1784,3758,2152,5209,0
