interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,supply,stand_alone_batteries,hybrid_batteries
2025-04-27T12:40:00-07:00,2025-04-27 19:40:00+00:00,2025-04-27T12:45:00-07:00,2025-04-27 19:45:00+00:00,-4931,-4687,-243
2025-04-27T12:45:00-07:00,2025-04-27 19:45:00+00:00,2025-04-27T12:50:00-07:00,2025-04-27 19:50:00+00:00,-4970,-4648,-316
2025-04-27T12:50:00-07:00,2025-04-27 19:50:00+00:00,2025-04-27T12:55:00-07:00,2025-04-27 19:55:00+00:00,-4766,-4346,-400
2025-04-27T12:55:00-07:00,2025-04-27 19:55:00+00:00,2025-04-27T13:00:00-07:00,2025-04-27 20:00:00+00:00,-4501,-4103,-372
2025-04-27T13:00:00-07:00,2025-04-27 20:00:00+00:00,2025-04-27T13:05:00-07:00,2025-04-27 20:05:00+00:00,-4355,-4024,-366
2025-04-27T13:05:00-07:00,2025-04-27 20:05:00+00:00,2025-04-27T13:10:00-07:00,2025-04-27 20:10:00+00:00,-5185,-4824,-431
2025-04-27T13:10:00-07:00,2025-04-27 20:10:00+00:00,2025-04-27T13:15:00-07:00,2025-04-27 20:15:00+00:00,-5462,-4968,-476
2025-04-27T13:15:00-07:00,2025-04-27 20:15:00+00:00,2025-04-27T13:20:00-07:00,2025-04-27 20:20:00+00:00,-5161,-4663,-480
2025-04-27T13:20:00-07:00,2025-04-27 20:20:00+00:00,2025-04-27T13:25:00-07:00,2025-04-27 20:25:00+00:00,-5134,-4646,-475
2025-04-27T13:25:00-07:00,2025-04-27 20:25:00+00:00,2025-04-27T13:30:00-07:00,2025-04-27 20:30:00+00:00,-4998,-4526,-472
2025-04-27T13:30:00-07:00,2025-04-27 20:30:00+00:00,2025-04-27T13:35:00-07:00,2025-04-27 20:35:00+00:00,-5005,-4545,-457
2025-04-27T13:35:00-07:00,2025-04-27 20:35:00+00:00,2025-04-27T13:40:00-07:00,2025-04-27 20:40:00+00:00,-4762,-4269,-458
2025-04-27T13:40:00-07:00,2025-04-27 20:40:00+00:00,2025-04-27T13:45:00-07:00,2025-04-27 20:45:00+00:00,-4664,-4188,-483
2025-04-27T13:45:00-07:00,2025-04-27 20:45:00+00:00,2025-04-27T13:50:00-07:00,2025-04-27 20:50:00+00:00,-4636,-4114,-505
2025-04-27T13:50:00-07:00,2025-04-27 20:50:00+00:00,2025-04-27T13:55:00-07:00,2025-04-27 20:55:00+00:00,-4419,-3906,-504
2025-04-27T13:55:00-07:00,2025-04-27 20:55:00+00:00,2025-04-27T14:00:00-07:00,2025-04-27 21:00:00+00:00,-4378,-3865,-526
2025-04-27T14:00:00-07:00,2025-04-27 21:00:00+00:00,2025-04-27T14:05:00-07:00,2025-04-27 21:05:00+00:00,-4456,-3896,-553
2025-04-27T14:05:00-07:00,2025-04-27 21:05:00+00:00,2025-04-27T14:10:00-07:00,2025-04-27 21:10:00+00:00,-4396,-3800,-587
2025-04-27T14:10:00-07:00,2025-04-27 21:10:00+00:00,2025-04-27T14:15:00-07:00,2025-04-27 21:15:00+00:00,-4272,-3645,-598
2025-04-27T14:15:00-07:00,2025-04-27 21:15:00+00:00,2025-04-27T14:20:00-07:00,2025-04-27 21:20:00+00:00,-4212,-3620,-590
2025-04-27T14:20:00-07:00,2025-04-27 21:20:00+00:00,2025-04-27T14:25:00-07:00,2025-04-27 21:25:00+00:00,-4074,-3492,-552
2025-04-27T14:25:00-07:00,2025-04-27 21:25:00+00:00,2025-04-27T14:30:00-07:00,2025-04-27 21:30:00+00:00,-3744,-3249,-487
2025-04-27T14:30:00-07:00,2025-04-27 21:30:00+00:00,2025-04-27T14:35:00-07:00,2025-04-27 21:35:00+00:00,-3903,-3475,-447
2025-04-27T14:35:00-07:00,2025-04-27 21:35:00+00:00,2025-04-27T14:40:00-07:00,2025-04-27 21:40:00+00:00,-4025,-3647,-379
2025-04-27T14:40:00-07:00,2025-04-27 21:40:00+00:00,2025-04-27T14:45:00-07:00,2025-04-27 21:45:00+00:00,-3931,-3506,-418
2025-04-27T14:45:00-07:00,2025-04-27 21:45:00+00:00,2025-04-27T14:50:00-07:00,2025-04-27 21:50:00+00:00,-3865,-3438,-424
2025-04-27T14:50:00-07:00,2025-04-27 21:50:00+00:00,2025-04-27T14:55:00-07:00,2025-04-27 21:55:00+00:00,-3681,-3202,-442
2025-04-27T14:55:00-07:00,2025-04-27 21:55:00+00:00,2025-04-27T15:00:00-07:00,2025-04-27 22:00:00+00:00,-3202,-2698,-462
2025-04-27T15:00:00-07:00,2025-04-27 22:00:00+00:00,2025-04-27T15:05:00-07:00,2025-04-27 22:05:00+00:00,-3039,-2627,-425
2025-04-27T15:05:00-07:00,2025-04-27 22:05:00+00:00,2025-04-27T15:10:00-07:00,2025-04-27 22:10:00+00:00,-3898,-3716,-334
2025-04-27T15:10:00-07:00,2025-04-27 22:10:00+00:00,2025-04-27T15:15:00-07:00,2025-04-27 22:15:00+00:00,-4696,-4376,-341
2025-04-27T15:15:00-07:00,2025-04-27 22:15:00+00:00,2025-04-27T15:20:00-07:00,2025-04-27 22:20:00+00:00,-4644,-4274,-338
2025-04-27T15:20:00-07:00,2025-04-27 22:20:00+00:00,2025-04-27T15:25:00-07:00,2025-04-27 22:25:00+00:00,-3972,-3620,-291
2025-04-27T15:25:00-07:00,2025-04-27 22:25:00+00:00,2025-04-27T15:30:00-07:00,2025-04-27 22:30:00+00:00,-3414,-3095,-245
2025-04-27T15:30:00-07:00,2025-04-27 22:30:00+00:00,2025-04-27T15:35:00-07:00,2025-04-27 22:35:00+00:00,-3001,-2755,-232
2025-04-27T15:35:00-07:00,2025-04-27 22:35:00+00:00,2025-04-27T15:40:00-07:00,2025-04-27 22:40:00+00:00,-2919,-2668,-256
2025-04-27T15:40:00-07:00,2025-04-27 22:40:00+00:00,2025-04-27T15:45:00-07:00,2025-04-27 22:45:00+00:00,-2938,-2696,-234
2025-04-27T15:45:00-07:00,2025-04-27 22:45:00+00:00,2025-04-27T15:50:00-07:00,2025-04-27 22:50:00+00:00,-2795,-2537,-237
2025-04-27T15:50:00-07:00,2025-04-27 22:50:00+00:00,2025-04-27T15:55:00-07:00,2025-04-27 22:55:00+00:00,-2574,-2361,-190
2025-04-27T15:55:00-07:00,2025-04-27 22:55:00+00:00,2025-04-27T16:00:00-07:00,2025-04-27 23:00:00+00:00,-2565,-2325,-242
2025-04-27T16:00:00-07:00,2025-04-27 23:00:00+00:00,2025-04-27T16:05:00-07:00,2025-04-27 23:05:00+00:00,-2418,-2211,-187
2025-04-27T16:05:00-07:00,2025-04-27 23:05:00+00:00,2025-04-27T16:10:00-07:00,2025-04-27 23:10:00+00:00,-2415,-2337,-100
2025-04-27T16:10:00-07:00,2025-04-27 23:10:00+00:00,2025-04-27T16:15:00-07:00,2025-04-27 23:15:00+00:00,-2345,-2218,-111
2025-04-27T16:15:00-07:00,2025-04-27 23:15:00+00:00,2025-04-27T16:20:00-07:00,2025-04-27 23:20:00+00:00,-2232,-2129,-99
2025-04-27T16:20:00-07:00,2025-04-27 23:20:00+00:00,2025-04-27T16:25:00-07:00,2025-04-27 23:25:00+00:00,-2285,-2197,-92
2025-04-27T16:25:00-07:00,2025-04-27 23:25:00+00:00,2025-04-27T16:30:00-07:00,2025-04-27 23:30:00+00:00,-2187,-2099,-79
2025-04-27T16:30:00-07:00,2025-04-27 23:30:00+00:00,2025-04-27T16:35:00-07:00,2025-04-27 23:35:00+00:00,-2139,-2062,-68
2025-04-27T16:35:00-07:00,2025-04-27 23:35:00+00:00,2025-04-27T16:40:00-07:00,2025-04-27 23:40:00+00:00,-1825,-1760,-18
2025-04-27T16:40:00-07:00,2025-04-27 23:40:00+00:00,2025-04-27T16:45:00-07:00,2025-04-27 23:45:00+00:00,-1396,-1214,-130
2025-04-27T16:45:00-07:00,2025-04-27 23:45:00+00:00,2025-04-27T16:50:00-07:00,2025-04-27 23:50:00+00:00,-952,-900,-40
2025-04-27T16:50:00-07:00,2025-04-27 23:50:00+00:00,2025-04-27T16:55:00-07:00,2025-04-27 23:55:00+00:00,-874,-863,0
2025-04-27T16:55:00-07:00,2025-04-27 23:55:00+00:00,2025-04-27T17:00:00-07:00,2025-04-28 00:00:00+00:00,-877,-877,-14
2025-04-27T17:00:00-07:00,2025-04-28 00:00:00+00:00,2025-04-27T17:05:00-07:00,2025-04-28 00:05:00+00:00,-1214,-1287,48
2025-04-27T17:05:00-07:00,2025-04-28 00:05:00+00:00,2025-04-27T17:10:00-07:00,2025-04-28 00:10:00+00:00,-1448,-1484,57
2025-04-27T17:10:00-07:00,2025-04-28 00:10:00+00:00,2025-04-27T17:15:00-07:00,2025-04-28 00:15:00+00:00,-974,-999,56
2025-04-27T17:15:00-07:00,2025-04-28 00:15:00+00:00,2025-04-27T17:20:00-07:00,2025-04-28 00:20:00+00:00,-668,-737,69
2025-04-27T17:20:00-07:00,2025-04-28 00:20:00+00:00,2025-04-27T17:25:00-07:00,2025-04-28 00:25:00+00:00,-924,-908,-41
2025-04-27T17:25:00-07:00,2025-04-28 00:25:00+00:00,2025-04-27T17:30:00-07:00,2025-04-28 00:30:00+00:00,-981,-942,-19
2025-04-27T17:30:00-07:00,2025-04-28 00:30:00+00:00,2025-04-27T17:35:00-07:00,2025-04-28 00:35:00+00:00,-774,-762,15
2025-04-27T17:35:00-07:00,2025-04-28 00:35:00+00:00,2025-04-27T17:40:00-07:00,2025-04-28 00:40:00+00:00,-556,-500,-23
2025-04-27T17:40:00-07:00,2025-04-28 00:40:00+00:00,2025-04-27T17:45:00-07:00,2025-04-28 00:45:00+00:00,-203,-198,19
2025-04-27T17:45:00-07:00,2025-04-28 00:45:00+00:00,2025-04-27T17:50:00-07:00,2025-04-28 00:50:00+00:00,112,82,67
2025-04-27T17:50:00-07:00,2025-04-28 00:50:00+00:00,2025-04-27T17:55:00-07:00,2025-04-28 00:55:00+00:00,310,180,126
2025-04-27T17:55:00-07:00,2025-04-28 00:55:00+00:00,2025-04-27T18:00:00-07:00,2025-04-28 01:00:00+00:00,580,434,163
2025-04-27T18:00:00-07:00,2025-04-28 01:00:00+00:00,2025-04-27T18:05:00-07:00,2025-04-28 01:05:00+00:00,795,588,221
2025-04-27T18:05:00-07:00,2025-04-28 01:05:00+00:00,2025-04-27T18:10:00-07:00,2025-04-28 01:10:00+00:00,821,515,313
2025-04-27T18:10:00-07:00,2025-04-28 01:10:00+00:00,2025-04-27T18:15:00-07:00,2025-04-28 01:15:00+00:00,827,440,383
2025-04-27T18:15:00-07:00,2025-04-28 01:15:00+00:00,2025-04-27T18:20:00-07:00,2025-04-28 01:20:00+00:00,910,585,361
2025-04-27T18:20:00-07:00,2025-04-28 01:20:00+00:00,2025-04-27T18:25:00-07:00,2025-04-28 01:25:00+00:00,1413,1081,371
2025-04-27T18:25:00-07:00,2025-04-28 01:25:00+00:00,2025-04-27T18:30:00-07:00,2025-04-28 01:30:00+00:00,1708,1359,387
2025-04-27T18:30:00-07:00,2025-04-28 01:30:00+00:00,2025-04-27T18:35:00-07:00,2025-04-28 01:35:00+00:00,2164,1781,427
2025-04-27T18:35:00-07:00,2025-04-28 01:35:00+00:00,2025-04-27T18:40:00-07:00,2025-04-28 01:40:00+00:00,2580,2027,594
2025-04-27T18:40:00-07:00,2025-04-28 01:40:00+00:00,2025-04-27T18:45:00-07:00,2025-04-28 01:45:00+00:00,3097,2481,681
2025-04-27T18:45:00-07:00,2025-04-28 01:45:00+00:00,2025-04-27T18:50:00-07:00,2025-04-28 01:50:00+00:00,3667,2975,737
2025-04-27T18:50:00-07:00,2025-04-28 01:50:00+00:00,2025-04-27T18:55:00-07:00,2025-04-28 01:55:00+00:00,4231,3424,870
2025-04-27T18:55:00-07:00,2025-04-28 01:55:00+00:00,2025-04-27T19:00:00-07:00,2025-04-28 02:00:00+00:00,4717,3829,925
2025-04-27T19:00:00-07:00,2025-04-28 02:00:00+00:00,2025-04-27T19:05:00-07:00,2025-04-28 02:05:00+00:00,4952,4031,938
2025-04-27T19:05:00-07:00,2025-04-28 02:05:00+00:00,2025-04-27T19:10:00-07:00,2025-04-28 02:10:00+00:00,5326,4673,670
2025-04-27T19:10:00-07:00,2025-04-28 02:10:00+00:00,2025-04-27T19:15:00-07:00,2025-04-28 02:15:00+00:00,5429,4799,644
2025-04-27T19:15:00-07:00,2025-04-28 02:15:00+00:00,2025-04-27T19:20:00-07:00,2025-04-28 02:20:00+00:00,5505,4857,657
2025-04-27T19:20:00-07:00,2025-04-28 02:20:00+00:00,2025-04-27T19:25:00-07:00,2025-04-28 02:25:00+00:00,5658,5025,650
2025-04-27T19:25:00-07:00,2025-04-28 02:25:00+00:00,2025-04-27T19:30:00-07:00,2025-04-28 02:30:00+00:00,5814,5171,644
2025-04-27T19:30:00-07:00,2025-04-28 02:30:00+00:00,2025-04-27T19:35:00-07:00,2025-04-28 02:35:00+00:00,5876,5252,632
2025-04-27T19:35:00-07:00,2025-04-28 02:35:00+00:00,2025-04-27T19:40:00-07:00,2025-04-28 02:40:00+00:00,5880,5251,628
2025-04-27T19:40:00-07:00,2025-04-28 02:40:00+00:00,2025-04-27T19:45:00-07:00,2025-04-28 02:45:00+00:00,5834,5209,623
2025-04-27T19:45:00-07:00,2025-04-28 02:45:00+00:00,2025-04-27T19:50:00-07:00,2025-04-28 02:50:00+00:00,5812,5186,622
2025-04-27T19:50:00-07:00,2025-04-28 02:50:00+00:00,2025-04-27T19:55:00-07:00,2025-04-28 02:55:00+00:00,5827,5208,621
2025-04-27T19:55:00-07:00,2025-04-28 02:55:00+00:00,2025-04-27T20:00:00-07:00,2025-04-28 03:00:00+00:00,5817,5200,621
2025-04-27T20:00:00-07:00,2025-04-28 03:00:00+00:00,2025-04-27T20:05:00-07:00,2025-04-28 03:05:00+00:00,5906,5315,612
2025-04-27T20:05:00-07:00,2025-04-28 03:05:00+00:00,2025-04-27T20:10:00-07:00,2025-04-28 03:10:00+00:00,6205,5662,549
2025-04-27T20:10:00-07:00,2025-04-28 03:10:00+00:00,2025-04-27T20:15:00-07:00,2025-04-28 03:15:00+00:00,6070,5583,479
2025-04-27T20:15:00-07:00,2025-04-28 03:15:00+00:00,2025-04-27T20:20:00-07:00,2025-04-28 03:20:00+00:00,5990,5486,500
2025-04-27T20:20:00-07:00,2025-04-28 03:20:00+00:00,2025-04-27T20:25:00-07:00,2025-04-28 03:25:00+00:00,6017,5545,477
2025-04-27T20:25:00-07:00,2025-04-28 03:25:00+00:00,2025-04-27T20:30:00-07:00,2025-04-28 03:30:00+00:00,5996,5486,504
2025-04-27T20:30:00-07:00,2025-04-28 03:30:00+00:00,2025-04-27T20:35:00-07:00,2025-04-28 03:35:00+00:00,5971,5464,506
2025-04-27T20:35:00-07:00,2025-04-28 03:35:00+00:00,2025-04-27T20:40:00-07:00,2025-04-28 03:40:00+00:00,5982,5476,501
2025-04-27T20:40:00-07:00,2025-04-28 03:40:00+00:00,2025-04-27T20:45:00-07:00,2025-04-28 03:45:00+00:00,5905,5408,487
2025-04-27T20:45:00-07:00,2025-04-28 03:45:00+00:00,2025-04-27T20:50:00-07:00,2025-04-28 03:50:00+00:00,5791,5283,494
2025-04-27T20:50:00-07:00,2025-04-28 03:50:00+00:00,2025-04-27T20:55:00-07:00,2025-04-28 03:55:00+00:00,5688,5239,454
2025-04-27T20:55:00-07:00,2025-04-28 03:55:00+00:00,2025-04-27T21:00:00-07:00,2025-04-28 04:00:00+00:00,5622,5122,491
2025-04-27T21:00:00-07:00,2025-04-28 04:00:00+00:00,2025-04-27T21:05:00-07:00,2025-04-28 04:05:00+00:00,5658,5184,496
2025-04-27T21:05:00-07:00,2025-04-28 04:05:00+00:00,2025-04-27T21:10:00-07:00,2025-04-28 04:10:00+00:00,6034,5581,478
2025-04-27T21:10:00-07:00,2025-04-28 04:10:00+00:00,2025-04-27T21:15:00-07:00,2025-04-28 04:15:00+00:00,6088,5611,467
2025-04-27T21:15:00-07:00,2025-04-28 04:15:00+00:00,2025-04-27T21:20:00-07:00,2025-04-28 04:20:00+00:00,5993,5529,455
2025-04-27T21:20:00-07:00,2025-04-28 04:20:00+00:00,2025-04-27T21:25:00-07:00,2025-04-28 04:25:00+00:00,5872,5421,437
2025-04-27T21:25:00-07:00,2025-04-28 04:25:00+00:00,2025-04-27T21:30:00-07:00,2025-04-28 04:30:00+00:00,5630,5184,419
2025-04-27T21:30:00-07:00,2025-04-28 04:30:00+00:00,2025-04-27T21:35:00-07:00,2025-04-28 04:35:00+00:00,5405,4998,392
2025-04-27T21:35:00-07:00,2025-04-28 04:35:00+00:00,2025-04-27T21:40:00-07:00,2025-04-28 04:40:00+00:00,5242,4864,364
2025-04-27T21:40:00-07:00,2025-04-28 04:40:00+00:00,2025-04-27T21:45:00-07:00,2025-04-28 04:45:00+00:00,5100,4741,340
2025-04-27T21:45:00-07:00,2025-04-28 04:45:00+00:00,2025-04-27T21:50:00-07:00,2025-04-28 04:50:00+00:00,4893,4567,306
2025-04-27T21:50:00-07:00,2025-04-28 04:50:00+00:00,2025-04-27T21:55:00-07:00,2025-04-28 04:55:00+00:00,4607,4311,267
2025-04-27T21:55:00-07:00,2025-04-28 04:55:00+00:00,2025-04-27T22:00:00-07:00,2025-04-28 05:00:00+00:00,4317,4031,245
2025-04-27T22:00:00-07:00,2025-04-28 05:00:00+00:00,2025-04-27T22:05:00-07:00,2025-04-28 05:05:00+00:00,3884,3635,230
2025-04-27T22:05:00-07:00,2025-04-28 05:05:00+00:00,2025-04-27T22:10:00-07:00,2025-04-28 05:10:00+00:00,3925,3724,205
2025-04-27T22:10:00-07:00,2025-04-28 05:10:00+00:00,2025-04-27T22:15:00-07:00,2025-04-28 05:15:00+00:00,3721,3477,198
2025-04-27T22:15:00-07:00,2025-04-28 05:15:00+00:00,2025-04-27T22:20:00-07:00,2025-04-28 05:20:00+00:00,3292,3086,184
2025-04-27T22:20:00-07:00,2025-04-28 05:20:00+00:00,2025-04-27T22:25:00-07:00,2025-04-28 05:25:00+00:00,3045,2822,191
2025-04-27T22:25:00-07:00,2025-04-28 05:25:00+00:00,2025-04-27T22:30:00-07:00,2025-04-28 05:30:00+00:00,2656,2471,153
2025-04-27T22:30:00-07:00,2025-04-28 05:30:00+00:00,2025-04-27T22:35:00-07:00,2025-04-28 05:35:00+00:00,2433,2252,164
2025-04-27T22:35:00-07:00,2025-04-28 05:35:00+00:00,2025-04-27T22:40:00-07:00,2025-04-28 05:40:00+00:00,2311,2131,166
2025-04-27T22:40:00-07:00,2025-04-28 05:40:00+00:00,2025-04-27T22:45:00-07:00,2025-04-28 05:45:00+00:00,2245,2074,168
2025-04-27T22:45:00-07:00,2025-04-28 05:45:00+00:00,2025-04-27T22:50:00-07:00,2025-04-28 05:50:00+00:00,2117,1927,171
2025-04-27T22:50:00-07:00,2025-04-28 05:50:00+00:00,2025-04-27T22:55:00-07:00,2025-04-28 05:55:00+00:00,1916,1748,148
2025-04-27T22:55:00-07:00,2025-04-28 05:55:00+00:00,2025-04-27T23:00:00-07:00,2025-04-28 06:00:00+00:00,1698,1536,152
2025-04-27T23:00:00-07:00,2025-04-28 06:00:00+00:00,2025-04-27T23:05:00-07:00,2025-04-28 06:05:00+00:00,1613,1454,155
2025-04-27T23:05:00-07:00,2025-04-28 06:05:00+00:00,2025-04-27T23:10:00-07:00,2025-04-28 06:10:00+00:00,1651,1560,112
2025-04-27T23:10:00-07:00,2025-04-28 06:10:00+00:00,2025-04-27T23:15:00-07:00,2025-04-28 06:15:00+00:00,1757,1654,103
2025-04-27T23:15:00-07:00,2025-04-28 06:15:00+00:00,2025-04-27T23:20:00-07:00,2025-04-28 06:20:00+00:00,1780,1702,76
2025-04-27T23:20:00-07:00,2025-04-28 06:20:00+00:00,2025-04-27T23:25:00-07:00,2025-04-28 06:25:00+00:00,1727,1612,104
2025-04-27T23:25:00-07:00,2025-04-28 06:25:00+00:00,2025-04-27T23:30:00-07:00,2025-04-28 06:30:00+00:00,1575,1449,108
2025-04-27T23:30:00-07:00,2025-04-28 06:30:00+00:00,2025-04-27T23:35:00-07:00,2025-04-28 06:35:00+00:00,1383,1249,114
2025-04-27T23:35:00-07:00,2025-04-28 06:35:00+00:00,2025-04-27T23:40:00-07:00,2025-04-28 06:40:00+00:00,1219,1100,108
2025-04-27T23:40:00-07:00,2025-04-28 06:40:00+00:00,2025-04-27T23:45:00-07:00,2025-04-28 06:45:00+00:00,1050,930,108
2025-04-27T23:45:00-07:00,2025-04-28 06:45:00+00:00,2025-04-27T23:50:00-07:00,2025-04-28 06:50:00+00:00,929,799,107
2025-04-27T23:50:00-07:00,2025-04-28 06:50:00+00:00,2025-04-27T23:55:00-07:00,2025-04-28 06:55:00+00:00,680,555,108
2025-04-27T23:55:00-07:00,2025-04-28 06:55:00+00:00,2025-04-28T00:00:00-07:00,2025-04-28 07:00:00+00:00,477,348,105
2025-04-28T00:00:00-07:00,2025-04-28 07:00:00+00:00,2025-04-28T00:05:00-07:00,2025-04-28 07:05:00+00:00,294,206,92
2025-04-28T00:05:00-07:00,2025-04-28 07:05:00+00:00,2025-04-28T00:10:00-07:00,2025-04-28 07:10:00+00:00,812,875,7
2025-04-28T00:10:00-07:00,2025-04-28 07:10:00+00:00,2025-04-28T00:15:00-07:00,2025-04-28 07:15:00+00:00,941,934,-6
2025-04-28T00:15:00-07:00,2025-04-28 07:15:00+00:00,2025-04-28T00:20:00-07:00,2025-04-28 07:20:00+00:00,764,764,0
2025-04-28T00:20:00-07:00,2025-04-28 07:20:00+00:00,2025-04-28T00:25:00-07:00,2025-04-28 07:25:00+00:00,751,712,35
2025-04-28T00:25:00-07:00,2025-04-28 07:25:00+00:00,2025-04-28T00:30:00-07:00,2025-04-28 07:30:00+00:00,643,591,38
2025-04-28T00:30:00-07:00,2025-04-28 07:30:00+00:00,2025-04-28T00:35:00-07:00,2025-04-28 07:35:00+00:00,529,482,39
2025-04-28T00:35:00-07:00,2025-04-28 07:35:00+00:00,2025-04-28T00:40:00-07:00,2025-04-28 07:40:00+00:00,401,352,39
2025-04-28T00:40:00-07:00,2025-04-28 07:40:00+00:00,2025-04-28T00:45:00-07:00,2025-04-28 07:45:00+00:00,326,287,36
2025-04-28T00:45:00-07:00,2025-04-28 07:45:00+00:00,2025-04-28T00:50:00-07:00,2025-04-28 07:50:00+00:00,264,232,28
2025-04-28T00:50:00-07:00,2025-04-28 07:50:00+00:00,2025-04-28T00:55:00-07:00,2025-04-28 07:55:00+00:00,255,215,40
2025-04-28T00:55:00-07:00,2025-04-28 07:55:00+00:00,2025-04-28T01:00:00-07:00,2025-04-28 08:00:00+00:00,349,320,42
2025-04-28T01:00:00-07:00,2025-04-28 08:00:00+00:00,2025-04-28T01:05:00-07:00,2025-04-28 08:05:00+00:00,495,470,38
2025-04-28T01:05:00-07:00,2025-04-28 08:05:00+00:00,2025-04-28T01:10:00-07:00,2025-04-28 08:10:00+00:00,633,627,17
2025-04-28T01:10:00-07:00,2025-04-28 08:10:00+00:00,2025-04-28T01:15:00-07:00,2025-04-28 08:15:00+00:00,701,691,10
2025-04-28T01:15:00-07:00,2025-04-28 08:15:00+00:00,2025-04-28T01:20:00-07:00,2025-04-28 08:20:00+00:00,666,668,-4
2025-04-28T01:20:00-07:00,2025-04-28 08:20:00+00:00,2025-04-28T01:25:00-07:00,2025-04-28 08:25:00+00:00,608,583,3
2025-04-28T01:25:00-07:00,2025-04-28 08:25:00+00:00,2025-04-28T01:30:00-07:00,2025-04-28 08:30:00+00:00,283,251,9
2025-04-28T01:30:00-07:00,2025-04-28 08:30:00+00:00,2025-04-28T01:35:00-07:00,2025-04-28 08:35:00+00:00,131,112,11
2025-04-28T01:35:00-07:00,2025-04-28 08:35:00+00:00,2025-04-28T01:40:00-07:00,2025-04-28 08:40:00+00:00,56,40,11
2025-04-28T01:40:00-07:00,2025-04-28 08:40:00+00:00,2025-04-28T01:45:00-07:00,2025-04-28 08:45:00+00:00,-44,-76,17
2025-04-28T01:45:00-07:00,2025-04-28 08:45:00+00:00,2025-04-28T01:50:00-07:00,2025-04-28 08:50:00+00:00,-188,-215,12
2025-04-28T01:50:00-07:00,2025-04-28 08:50:00+00:00,2025-04-28T01:55:00-07:00,2025-04-28 08:55:00+00:00,-337,-358,12
2025-04-28T01:55:00-07:00,2025-04-28 08:55:00+00:00,2025-04-28T02:00:00-07:00,2025-04-28 09:00:00+00:00,-459,-473,7
2025-04-28T02:00:00-07:00,2025-04-28 09:00:00+00:00,2025-04-28T02:05:00-07:00,2025-04-28 09:05:00+00:00,-525,-538,5
2025-04-28T02:05:00-07:00,2025-04-28 09:05:00+00:00,2025-04-28T02:10:00-07:00,2025-04-28 09:10:00+00:00,-624,-616,-7
2025-04-28T02:10:00-07:00,2025-04-28 09:10:00+00:00,2025-04-28T02:15:00-07:00,2025-04-28 09:15:00+00:00,-486,-460,-17
2025-04-28T02:15:00-07:00,2025-04-28 09:15:00+00:00,2025-04-28T02:20:00-07:00,2025-04-28 09:20:00+00:00,-460,-424,-40
2025-04-28T02:20:00-07:00,2025-04-28 09:20:00+00:00,2025-04-28T02:25:00-07:00,2025-04-28 09:25:00+00:00,-432,-370,-56
2025-04-28T02:25:00-07:00,2025-04-28 09:25:00+00:00,2025-04-28T02:30:00-07:00,2025-04-28 09:30:00+00:00,-342,-296,-34
2025-04-28T02:30:00-07:00,2025-04-28 09:30:00+00:00,2025-04-28T02:35:00-07:00,2025-04-28 09:35:00+00:00,-211,-195,-5
2025-04-28T02:35:00-07:00,2025-04-28 09:35:00+00:00,2025-04-28T02:40:00-07:00,2025-04-28 09:40:00+00:00,-105,-117,23
2025-04-28T02:40:00-07:00,2025-04-28 09:40:00+00:00,2025-04-28T02:45:00-07:00,2025-04-28 09:45:00+00:00,-35,-72,40
2025-04-28T02:45:00-07:00,2025-04-28 09:45:00+00:00,2025-04-28T02:50:00-07:00,2025-04-28 09:50:00+00:00,-58,-101,40
2025-04-28T02:50:00-07:00,2025-04-28 09:50:00+00:00,2025-04-28T02:55:00-07:00,2025-04-28 09:55:00+00:00,-74,-116,39
2025-04-28T02:55:00-07:00,2025-04-28 09:55:00+00:00,2025-04-28T03:00:00-07:00,2025-04-28 10:00:00+00:00,-85,-123,40
2025-04-28T03:00:00-07:00,2025-04-28 10:00:00+00:00,2025-04-28T03:05:00-07:00,2025-04-28 10:05:00+00:00,-65,-110,41
2025-04-28T03:05:00-07:00,2025-04-28 10:05:00+00:00,2025-04-28T03:10:00-07:00,2025-04-28 10:10:00+00:00,-102,-147,47
2025-04-28T03:10:00-07:00,2025-04-28 10:10:00+00:00,2025-04-28T03:15:00-07:00,2025-04-28 10:15:00+00:00,-98,-133,36
2025-04-28T03:15:00-07:00,2025-04-28 10:15:00+00:00,2025-04-28T03:20:00-07:00,2025-04-28 10:20:00+00:00,-52,-87,35
2025-04-28T03:20:00-07:00,2025-04-28 10:20:00+00:00,2025-04-28T03:25:00-07:00,2025-04-28 10:25:00+00:00,-75,-114,35
2025-04-28T03:25:00-07:00,2025-04-28 10:25:00+00:00,2025-04-28T03:30:00-07:00,2025-04-28 10:30:00+00:00,-81,-122,38
2025-04-28T03:30:00-07:00,2025-04-28 10:30:00+00:00,2025-04-28T03:35:00-07:00,2025-04-28 10:35:00+00:00,-69,-110,43
2025-04-28T03:35:00-07:00,2025-04-28 10:35:00+00:00,2025-04-28T03:40:00-07:00,2025-04-28 10:40:00+00:00,-18,-62,48
2025-04-28T03:40:00-07:00,2025-04-28 10:40:00+00:00,2025-04-28T03:45:00-07:00,2025-04-28 10:45:00+00:00,37,-8,48
2025-04-28T03:45:00-07:00,2025-04-28 10:45:00+00:00,2025-04-28T03:50:00-07:00,2025-04-28 10:50:00+00:00,50,8,43
